,Recipient Number,Project Number,Project Status,Amount Recovered,Project Type,Commitment Date,Completion Date,Disbursements to Date,Type of Disbursement,Interest Rate,Eligible Project Costs from Related Public Dollars,Eligible Project Costs from 3rd Party Public Dollars,Eligible Project Costs from Related Private Dollars,Eligible Project Costs from 3rd Party Private Dollars,Total Eligible Project Costs,Total Project Costs,Project Address,Project City,Project State,Project Zip Code (5),Additional Locations,EDA Type,EDA Square Footage,First-Time Homebuyer,Homebuyer Income Category,Development Activity Project Number,Mask Geocoded Census Tract FIPS_x,Mask Geocoded Census Tract FIPS Location_x,Use of Funds,Amount of committed CMF Investment,Date Funds Committed,Stage of Investment,Disbursement Status,Date of First Disbursement,Date of Full Disbursement,Completed Rental Units,Completed Owner Occupied,Rental - Number of Projected Income Eligible Units,Rental - Total Number of Projected Units,Rental - Number of Cumulative Units Completed: Extremely Low-Income Occupants,Rental - Number of Cumulative Units Completed: Very Low-Income Occupants,Rental - Number of Cumulative Units Completed: Low-Income Occupants,Rental - Number of Cumulative Units Completed: Other Eligible Occupants,Rental - Number of Cumulative Units Completed: Non-Eligible Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Extremely Low-Income Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Very Low-Income Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Low-Income Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Other Eligible Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Non-Eligible Occupants,Rental - Number of Cumulative Units Occupied: Extremely Low-Income Occupants,Rental - Number of Cumulative Units Occupied: Very Low-Income Occupants,Rental - Number of Cumulative Units Occupied: Low-Income Occupants,Rental - Number of Cumulative Units Occupied: Other Eligible Occupants,Rental - Number of Cumulative Units Occupied: Non-Eligible Occupants,Use of Low-Income Housing Tax Credit Dollars,Owner-Occupied - Number of Projected Income Eligible Units,Owner-Occupied - Total Number of Projected Units,Owner-Occupied - Number of Cumulative Units Completed: Extremely Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Completed: Very Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Completed: Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Completed: Other Eligible Occupants,Owner-Occupied - Number of Cumulative Units Completed: Non-Eligible Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Extremely Low-Income Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Very Low-Income Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Low-Income Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Other Eligible Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Non-Eligible Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Extremely Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Very Low-Income Occupants,Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Other Eligible Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Non-Eligible Occupants,Owner-Occupied - Number of Units Sold to First-Time Homebuyers: Extremely Low-Income Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Very Low-Income Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Low-Income Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Other Eligible Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Non-Eligible Homebuyers,Owner-Occupied - Minimum Sales Price,Owner-Occupied - Maximum Sales Price,new_index,Coordinates
180,14,1,Complete,,Purchase (Home Purchase Assistance),2012-11-12,2013-03-11 00:00:00,8137,Grant,,0,0,0,45,8182.0,8182.0,,Hinsdale,NH,03451,,,,Yes,Low,701,33005971600,"NH, Cheshire, Hinsdale, 03451",Affordable Housing,8137,2012-11-12 00:00:00,Investment,Fully Disbursed,2012-11-27 00:00:00,2013-03-11 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,8182,0,0,0,0,1,0,0,0,0,1,0,0,1,126000,14.1,POINT (-72.50023 42.8091)
181,14,2,Complete,,Purchase (Home Purchase Assistance),2013-02-21,2013-03-14 00:00:00,15871.28,Grant,,0,0,0,45.45,15916.73,15916.73,,Ossipee,NH,03864,,,,Yes,Low,,33003955900,"NH, Carroll, Ossipee, 03864",Affordable Housing,15871.28,2013-02-21 00:00:00,Investment,Fully Disbursed,2013-02-25 00:00:00,2013-03-14 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,15916.73,0,0,0,0,1,0,0,0,0,1,0,0,1,163750,14.2,POINT (-71.15031 43.73577)
182,14,3,Complete,,Purchase (Home Purchase Assistance),2013-04-27,2013-05-24 00:00:00,8100,Grant,,0,0,0,45.46,8145.46,8145.46,,Bath,NH,03740,,,,Yes,Low,681,33009960300,"NH, Grafton, Lisbon, 03585",Affordable Housing,8100,2013-04-27 00:00:00,Investment,Fully Disbursed,2013-05-09 00:00:00,2013-05-24 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,8145.43,0,0,0,0,1,0,0,0,0,1,0,0,1,126646,14.3,POINT (-71.91248 44.20329)
183,14,4,Complete,,Purchase (Home Purchase Assistance),2013-05-23,2013-10-09 00:00:00,18597,Grant,,0,0,0,305.46,18902.46,18902.46,,Allenstown,NH,03275,,,,Yes,Low,,33013003100,"NH, Merrimack, Suncook, 03275",Affordable Housing,18597,2013-05-23 00:00:00,Investment,Fully Disbursed,2013-06-20 00:00:00,2013-10-09 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,18902.46,0,0,0,0,1,0,0,0,0,1,0,0,1,141185,14.4,POINT (-71.38202 43.13806)
184,14,5,Complete,,Purchase (Home Purchase Assistance),2013-06-03,2013-07-17 00:00:00,11608,Grant,,0,0,0,0,11608.0,11608.0,,Hinsdale,NH,03451,,,,No,Low,701,33005971600,"NH, Cheshire, Hinsdale, 03451",Affordable Housing,11608,2013-06-03 00:00:00,Investment,Fully Disbursed,2013-07-17 00:00:00,2013-07-17 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,11608,0,0,0,0,1,0,0,0,0,0,0,0,1,126000,14.5,POINT (-72.50023 42.8091)
185,14,6,Complete,,Purchase (Home Purchase Assistance),2013-08-27,2013-09-06 00:00:00,10280.68,Grant,,0,0,0,225.46,10506.14,10506.14,,Hinsdale,NH,03451,,,,No,Low,701,33005971600,"NH, Cheshire, Hinsdale, 03451",Affordable Housing,10280.68,2013-08-27 00:00:00,Investment,Fully Disbursed,2013-09-06 00:00:00,2013-09-06 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,10506.14,0,0,0,0,1,0,0,0,0,0,0,0,1,126000,14.6,POINT (-72.50023 42.8091)
186,14,7,Complete,,Purchase (Home Purchase Assistance),2013-08-27,2013-10-11 00:00:00,18551,Grant,,0,0,0,225.46,18776.46,18776.46,,Bath,NH,03740,,,,No,Low,681,33009960300,"NH, Grafton, Lisbon, 03585",Affordable Housing,18551,2013-08-27 00:00:00,Investment,Fully Disbursed,2013-10-11 00:00:00,2013-10-11 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,18776.46,0,0,0,0,1,0,0,0,0,0,0,0,1,126646,14.7,POINT (-71.91248 44.20329)
187,14,8,Complete,,Purchase (Home Purchase Assistance),2013-09-30,2013-10-28 00:00:00,19500,Grant,,0,0,0,225.46,19725.46,19725.46,,Gilford,NH,03249,,,,No,Low,,33001966402,"NH, Belknap, Gilford, 03249",Affordable Housing,19500,2013-09-30 00:00:00,Investment,Fully Disbursed,2013-10-28 00:00:00,2013-10-28 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,19725.46,0,0,0,0,1,0,0,0,0,0,0,0,1,163679,14.8,POINT (-71.38697000000001 43.53358)
188,14,9,Complete,,Purchase (Home Purchase Assistance),2013-09-30,2013-12-03 00:00:00,10400,Grant,,0,0,0,205.46,10605.46,10605.46,,Ossipee,NH,03864,,,,No,Low,710,33003955900,"NH, Carroll, Ossipee, 03864",Affordable Housing,10400,2013-09-30 00:00:00,Investment,Fully Disbursed,2013-12-03 00:00:00,2013-12-03 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,10605.46,0,0,0,0,1,0,0,0,0,0,0,0,1,163750,14.9,POINT (-71.15031 43.73577)
189,14,10,Complete,,Purchase (Home Purchase Assistance),2013-10-22,2013-11-04 00:00:00,12339,Grant,,0,0,0,225.46,12564.46,12564.46,,Hinsdale,NH,03451,,,,No,Low,701,33005971600,"NH, Cheshire, Hinsdale, 03451",Affordable Housing,12339,2013-10-22 00:00:00,Investment,Fully Disbursed,2013-11-04 00:00:00,2013-11-04 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,12564.46,0,0,0,0,1,0,0,0,0,0,0,0,1,126000,14.10,POINT (-72.50023 42.8091)
190,14,11,Complete,,Purchase (Home Purchase Assistance),2013-10-07,2013-11-04 00:00:00,9157.5,Grant,,0,0,0,3277.96,12435.46,12435.46,,Hinsdale,NH,03451,,,,No,Other Eligible,701,33005971600,"NH, Cheshire, Hinsdale, 03451",Affordable Housing,9157.5,2013-10-07 00:00:00,Investment,Fully Disbursed,2013-11-04 00:00:00,2013-11-04 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,12435.46,0,0,0,0,1,0,0,0,0,0,0,1,126000,14.11,POINT (-72.50023 42.8091)
191,14,12,Complete,,Purchase (Home Purchase Assistance),2013-09-17,2013-12-10 00:00:00,13400,Grant,,0,0,0,205.6,13605.46,13605.46,,Ossipee,NH,03814,,,,No,Low,710,33003955900,"NH, Carroll, Ossipee, 03864",Affordable Housing,13400,2013-09-17 00:00:00,Investment,Fully Disbursed,2013-12-10 00:00:00,2013-12-10 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,13605.46,0,0,0,0,1,0,0,0,0,0,0,0,1,163750,14.12,POINT (-71.15031 43.73577)
192,14,13,Complete,,Purchase (Home Purchase Assistance),2013-10-22,2013-11-21 00:00:00,11649.5,Grant,,0,0,0,225.46,11874.96,11874.96,,Hinsdale,NH,03451,,,,No,Other Eligible,701,33005971600,"NH, Cheshire, Hinsdale, 03451",Affordable Housing,11649.5,2013-10-22 00:00:00,Investment,Fully Disbursed,2013-11-21 00:00:00,2013-11-21 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,11874.96,0,0,0,0,1,0,0,0,0,0,0,1,126000,14.13,POINT (-72.50023 42.8091)
193,14,14,Complete,,Purchase (Home Purchase Assistance),2013-09-30,2013-12-11 00:00:00,20000,Grant,,0,0,0,175.46,20175.46,20175.46,,Tilton,NH,03276,,,,No,Low,,33013044000,"NH, Merrimack, Tilton, 03276",Affordable Housing,20000,2013-09-30 00:00:00,Investment,Fully Disbursed,2013-12-11 00:00:00,2013-12-11 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,20175.46,0,0,0,0,1,0,0,0,0,0,0,0,1,163679,14.14,POINT (-71.57374 43.41124)
194,14,16,Complete,,Purchase (Home Purchase Assistance),2014-04-07,2014-04-15 00:00:00,14700,Grant,,0,0,0,175.46,14875.46,14875.46,,Tilton,NH,03276,,,,No,Low,,33001965598,"NH, Belknap, Tilton, 03276",Affordable Housing,14700,2014-04-07 00:00:00,Investment,Fully Disbursed,2014-04-15 00:00:00,2014-04-15 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,14875.46,0,0,0,0,1,0,0,0,0,0,0,1,163679,14.16,POINT (-71.57451 43.46725)
195,14,17,Complete,,Purchase (Home Purchase Assistance),2014-05-01,2014-05-16 00:00:00,17705,Grant,,0,0,0,825.49,18530.49,18530.49,,North Conway,NH,03860,,,,No,Low,684,33003955300,"NH, Carroll, North Conway, 03847",Affordable Housing,17705,2014-05-01 00:00:00,Investment,Fully Disbursed,2014-05-16 00:00:00,2014-05-16 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,18530.49,0,0,0,0,1,0,0,0,0,0,0,0,1,163750,14.17,POINT (-71.06331 44.11208)
196,14,18,Complete,,Purchase (Home Purchase Assistance),2014-05-28,2014-06-12 00:00:00,19700,Grant,,0,0,0,200.49,19900.49,19900.49,,Tuftonboro,NH,03816,,,,No,Low,,33003956400,"NH, Carroll, Center Tuftonboro, 03816",Affordable Housing,19700,2014-05-28 00:00:00,Investment,Fully Disbursed,2014-06-12 00:00:00,2014-06-12 00:00:00,0,1,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,19900.49,0,0,0,0,1,0,0,0,0,0,0,0,1,163750,14.18,POINT (-71.26353 43.67495)
197,14,331,Complete,,SF - Preservation w/o Rehab,2012-03-12,2012-11-30 00:00:00,4143.53,Debt,0.085,0,0,0,58009.35,62152.88,82870.5,exemption (b)(6),Belmont,NH,03220,,,,,,,33001965800,"NH, Belknap, Belmont, 03220",Affordable Housing,4143.53,2012-03-12 00:00:00,Investment,Fully Disbursed,2012-04-10 00:00:00,2012-11-30 00:00:00,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,84,112,0,0,76,8,28,0,0,56233.55,5919.32,20717.63,0,0,76,8,28,0,0,0,0,0,1,45321,14.331,POINT (-71.47485 43.46817)
198,14,492,Complete,,SF - Preservation w/o Rehab,2013-10-21,2015-12-15 00:00:00,24638.62,Debt,0.0625,0,0,0,473680.42,498319.04,574983.5,exemption (b)(6),Epsom,NH,03234,,,,,,,33013034000,"NH, Merrimack, Epsom, 03234",Affordable Housing,24638.62,2013-10-21 00:00:00,Investment,Fully Disbursed,2013-12-31 00:00:00,2015-12-15 00:00:00,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,13,15,0,0,13,0,2,0,0,498319.03,0,76664.47,0,0,13,0,2,0,0,0,0,0,1,39815,14.492,POINT (-71.33852 43.21511)
199,14,598,Complete,,EDA/CSF,2011-10-31,2011-12-29 00:00:00,498729.25,Debt,0.02,0,0,0,5486021.76,5984751.01,5984751.01,,Keene,NH,03431,,Multi-Service/Other,32204,,,,33005971100,"NH, Cheshire, Keene, 03431",EDA/CSF,498729.25,2011-10-31 00:00:00,Investment,Fully Disbursed,2011-12-29 00:00:00,2011-12-29 00:00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.598,POINT (-72.25239000000001 42.94182)
200,14,648,Complete,,EDA/CSF,2010-11-12,2010-12-29 00:00:00,64750,Debt,0.06,0,225162,0,487088,777000.0,777000.0,,Winchester,NH,03470,,Child Care,2452,,,,33005971700,"NH, Cheshire, Ashuelot, 03441",EDA/CSF,64750,2010-11-12 00:00:00,Investment,Fully Disbursed,2010-12-29 00:00:00,2010-12-29 00:00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.648,POINT (-72.40043 42.78739)
201,14,658,Complete,,SF - Preservation w/o Rehab,2011-04-18,2011-07-20 00:00:00,68055.56,Debt,0.08,0,0,0,952777.78,1020833.33,2100000.0,exemption (b)(6),Holderness/Campton,NH,03245,,,,,,,33009961100,"NH, Grafton, Ashland, 03217",Affordable Housing,68055.56,2011-04-18 00:00:00,Investment,Fully Disbursed,2011-07-20 00:00:00,2011-07-20 00:00:00,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,35,72,0,0,33,2,37,0,0,962500,58333.33,1079166.67,0,0,33,2,37,0,0,0,0,0,1,29286,14.658,POINT (-71.59847000000001 43.74167)
202,14,663,Complete,,SF - Preservation w/o Rehab,2011-10-11,2011-10-20 00:00:00,51785.49,Debt,0.08,0,0,0,724996.92,776782.41,847399.0,exemption (b)(6),Salem,NH,03079,,,,,,,33015100301,"NH, Rockingham, Salem, 03079",Affordable Housing,51785.49,2011-10-11 00:00:00,Investment,Fully Disbursed,2011-10-20 00:00:00,2011-10-20 00:00:00,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,22,24,0,0,21,1,2,0,0,741474.13,35308.28,70616.59,0,0,21,1,2,0,0,0,0,0,1,43633,14.663,POINT (-71.25109999999999 42.77685)
203,14,670,Complete,,SF - Preservation w/o Rehab,2012-01-04,2012-02-10 00:00:00,159986.78,Debt,0.06,0,0,0,1759854.6,1919841.38,2530700.0,exemption (b)(6),Derry,NH,03038,,,,,,,33015003302,"NH, Rockingham, Derry, 03038",Affordable Housing,159986.78,2012-01-04 00:00:00,Investment,Fully Disbursed,2012-02-10 00:00:00,2012-02-10 00:00:00,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,44,60,0,0,37,7,16,0,0,1614412.07,305429.31,610858.62,0,0,37,7,16,0,0,0,0,0,1,43633,14.670,POINT (-71.32633 42.91936)
204,14,674,Complete,,SF - Preservation w/o Rehab,2013-10-21,2014-06-05 00:00:00,180102.59,Debt,0.0725,0,0,0,3421949.23,3602051.82,3873174.0,exemption (b)(6),Gilford,NH,03249,,,,,,,33001966402,"NH, Belknap, Gilford, 03249",Affordable Housing,180102.59,2013-10-21 00:00:00,Investment,Fully Disbursed,2013-12-19 00:00:00,2014-06-05 00:00:00,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,93,100,0,0,87,6,7,0,0,3369661.38,232390.44,271122.18,0,0,87,6,7,0,0,0,0,0,1,45321,14.674,POINT (-71.38697000000001 43.53358)
205,14,680,Complete,,SF - Preservation w/o Rehab,2012-04-16,2012-06-14 00:00:00,32222.22,Debt,0.08,0,0,0,451111.11,483333.33,580000.0,exemption (b)(6),Ashland,NH,03217,,,,,,,33009961100,"NH, Grafton, Ashland, 03217",Affordable Housing,32222.22,2012-04-16 00:00:00,Investment,Fully Disbursed,2012-06-14 00:00:00,2012-06-14 00:00:00,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,20,24,0,0,16,4,4,0,0,386666.67,96666.66,96666.67,0,0,16,4,4,0,0,0,0,0,1,29286,14.680,POINT (-71.59847000000001 43.74167)
206,14,681,Complete,,SF - Preservation w/o Rehab,2012-05-14,2012-06-28 00:00:00,7809.52,Debt,0.08,0,0,0,109333.33,117142.86,410000.0,exemption (b)(6),Bath,NH,03740,,,,,,,33009960300,"NH, Grafton, Lisbon, 03585",Affordable Housing,7809.52,2012-05-14 00:00:00,Investment,Fully Disbursed,2012-06-28 00:00:00,2012-06-28 00:00:00,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,4,14,0,0,4,0,10,0,0,117142.86,0,292857.14,0,0,4,0,10,0,0,0,0,0,1,11354,14.681,POINT (-71.91248 44.20329)
207,14,683,Complete,,SF - Preservation w/o Rehab,2012-06-18,2012-12-17 00:00:00,78489.14,Debt,0.08,0,536559.82,0,326820.68,941869.64,1076422.44,exemption (b)(6),Concord,NH,03301,,,,,,,33013044300,"NH, Merrimack, Concord, 03303",Affordable Housing,78489.14,2012-06-18 00:00:00,Investment,Fully Disbursed,2012-08-02 00:00:00,2012-12-17 00:00:00,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,49,56,0,0,42,7,7,0,0,807316.83,134552.81,134552.8,0,0,42,7,7,0,0,0,0,0,1,39815,14.683,POINT (-71.61102 43.24296)
208,14,684,Complete,,SF - Preservation w/o Rehab,2012-06-18,2014-06-19 00:00:00,41171.93,Debt,0.0625,0,0,0,452891.19,494063.11,555821.0,exemption (b)(6),Conway,NH,03818,,,,,,,33003955300,"NH, Carroll, North Conway, 03847",Affordable Housing,41171.93,2012-06-18 00:00:00,Investment,Fully Disbursed,2012-08-22 00:00:00,2014-06-19 00:00:00,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,24,27,0,0,21,3,3,0,0,432305.22,61757.89,61757.89,0,0,21,3,3,0,0,0,0,0,1,45250,14.684,POINT (-71.06331 44.11208)
209,14,688,Complete,,SF - Preservation w/o Rehab,2012-06-18,2014-12-15 00:00:00,43236.82,Debt,0.08,0,48346.56,0,467195.42,558778.8,1058738.77,exemption (b)(6),Manchester,NH,03103,,,,,,,33011002600,"NH, Hillsborough, Manchester, 03109",Affordable Housing,43236.82,2012-06-18 00:00:00,Investment,Fully Disbursed,2012-09-12 00:00:00,2014-12-15 00:00:00,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,19,36,0,0,19,0,17,0,0,558778.8,0,499959.97,0,0,19,0,17,0,0,0,0,0,1,56944,14.688,POINT (-71.42653 42.94117)
210,14,693,Complete,,SF - Preservation w/o Rehab,2012-08-13,2012-11-28 00:00:00,71022.73,Debt,0.08,0,0,0,781250,852272.73,1250000.0,exemption (b)(6),Gilford,NH,03249,,,,,,,33001966402,"NH, Belknap, Gilford, 03249",Affordable Housing,71022.73,2012-08-13 00:00:00,Investment,Fully Disbursed,2012-11-28 00:00:00,2012-11-28 00:00:00,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,30,44,0,0,29,1,14,0,0,823863.64,28409.09,397727.27,0,0,29,1,14,0,0,0,0,0,1,45321,14.693,POINT (-71.38697000000001 43.53358)
211,14,696,Complete,,SF - Preservation w/o Rehab,2013-02-11,2013-05-06 00:00:00,37847.22,Debt,0.0625,0,0,0,416319.44,454166.67,545000.0,exemption (b)(6),Colebrook,NH,03576,,,,,,,33007950200,"NH, Coos, Colebrook, 03576",Affordable Housing,37847.22,2013-02-11 00:00:00,Investment,Fully Disbursed,2013-05-06 00:00:00,2013-05-06 00:00:00,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,40,48,0,0,39,1,8,0,0,442812.5,11354.17,90833.33,0,0,39,1,8,0,0,0,0,0,1,11354,14.696,POINT (-71.44604 44.85538)
212,14,697,Complete,,SF - Preservation w/o Rehab,2013-01-14,2013-05-10 00:00:00,108779.76,Debt,0.0625,0,0,0,1196577.38,1305357.14,1700000.0,exemption (b)(6),Keene,NH,03431,,,,,,,33005971401,"NH, Cheshire, Keene, 03431",Affordable Housing,108779.76,2013-01-14 00:00:00,Investment,Fully Disbursed,2013-05-10 00:00:00,2013-05-10 00:00:00,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,43,56,0,0,39,4,13,0,0,1183928.57,121428.57,394642.86,0,0,39,4,13,0,0,0,0,0,1,50000,14.697,POINT (-72.30607000000001 42.91834)
213,14,698,Complete,,SF - Preservation w/o Rehab,2013-04-15,2013-05-30 00:00:00,51746.03,Debt,0.0625,0,0,0,569206.35,620952.38,815000.0,exemption (b)(6),Pembrook,NH,30275,,,,,,,13077170200,"GA, Coweta, Newnan, 30263",Affordable Housing,51746.03,2013-04-15 00:00:00,Investment,Fully Disbursed,2013-05-30 00:00:00,2013-05-30 00:00:00,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,16,21,0,0,15,1,5,0,0,582142.86,38809.52,194047.62,0,0,15,1,5,0,0,0,0,0,1,39815,14.698,POINT (-84.84260999999999 33.41301)
214,14,701,Complete,,SF - Preservation w/o Rehab,2013-05-20,2016-02-03 00:00:00,187695.62,Debt,0.04,0,975000,0,1401290.79,2563986.41,3418648.54,exemption (b)(6),Hinsdale,NH,03451,,,,,,,33005971600,"NH, Cheshire, Hinsdale, 03451",Affordable Housing,187695.62,2013-05-20 00:00:00,Investment,Fully Disbursed,2013-06-26 00:00:00,2016-02-03 00:00:00,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,45,60,0,0,43,2,15,0,0,2450031.46,113954.95,854662.13,0,0,43,2,15,0,0,0,0,0,1,50000,14.701,POINT (-72.50023 42.8091)
215,14,703,Complete,,SF - Preservation w/o Rehab,2013-05-20,2013-06-28 00:00:00,27928.23,Debt,0.0625,0,96805.43,0,210405.1,335138.76,541378.0,exemption (b)(6),Alstead,NH,03602,,,,,,,33005970100,"NH, Cheshire, Gilsum, 03448",Affordable Housing,27928.23,2013-05-20 00:00:00,Investment,Fully Disbursed,2013-06-28 00:00:00,2013-06-28 00:00:00,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,13,21,0,0,12,1,8,0,0,309358.86,25779.9,206239.24,0,0,12,1,8,0,0,0,0,0,1,50000,14.703,POINT (-72.27995 43.09109)
216,14,705,Complete,,SF - Preservation w/o Rehab,2013-02-07,2013-08-07 00:00:00,66806.04,Debt,0.08,0,0,0,1068896.66,1135702.7,1449000.0,exemption (b)(6),New Market,NH,03857,,,,,,,33015067502,"NH, Rockingham, Newmarket, 03857",Affordable Housing,66806.04,2013-02-07 00:00:00,Investment,Fully Disbursed,2013-08-07 00:00:00,2013-08-07 00:00:00,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,29,37,0,0,25,4,8,0,0,979054.05,156648.65,313297.3,0,0,25,4,8,0,0,0,0,0,1,43633,14.705,POINT (-70.91449 43.07803)
217,14,706,Complete,,SF - Preservation w/o Rehab,2013-05-20,2013-08-16 00:00:00,26305.15,Debt,0.0625,0,0,0,420882.35,447187.5,477000.0,exemption (b)(6),Newport,NH,03773,,,,,,,33019975400,"NH, Sullivan, Guild, 03754",Affordable Housing,26305.15,2013-05-20 00:00:00,Investment,Fully Disbursed,2013-08-16 00:00:00,2013-08-16 00:00:00,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,15,16,0,0,15,0,1,0,0,447187.5,0,29812.5,0,0,15,0,1,0,0,0,0,0,1,30938,14.706,POINT (-72.20013 43.36493)
218,14,707,Complete,,SF - Preservation w/o Rehab,2013-07-22,2016-04-13 00:00:00,107000,Debt,0.0625,0,0,0,1696055.78,1803055.78,2163666.93,exemption (b)(6),Loudon,NH,03307,,,,,,,33013036000,"NH, Merrimack, Loudon, 03307",Affordable Housing,107000,2013-07-22 00:00:00,Investment,Fully Disbursed,2013-08-30 00:00:00,2016-04-13 00:00:00,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,45,54,0,0,42,3,9,0,0,1682852.06,120203.72,360611.15,0,0,42,3,9,0,0,0,0,0,1,39815,14.707,POINT (-71.44015 43.32026)
219,14,710,Complete,,SF - Preservation w/o Rehab,2013-06-17,2013-09-26 00:00:00,53235.29,Debt,0.04,0,0,0,851764.71,905000.0,1810000.0,exemption (b)(6),Ossipee,NH,03864,,,,,,,33003955900,"NH, Carroll, Ossipee, 03864",Affordable Housing,53235.29,2013-06-17 00:00:00,Investment,Fully Disbursed,2013-09-26 00:00:00,2013-09-26 00:00:00,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,20,40,0,0,19,1,20,0,0,859750,45250,905000,0,0,19,1,20,0,0,0,0,0,1,45250,14.710,POINT (-71.15031 43.73577)
